"Trial","Point","Treatment","Exemplar","Stage","Spp","ID","Distance"
"78","VA10","MSF","MSF3","PRE","TRMEL","TRMEL1",80
"78","VA10","MSF","MSF3","PRE","RHSIM","RHSIM1",50
"78","VA10","MSF","MSF3","POST","UKCAN","UKCAN1",10
"78","VA10","MSF","MSF3","PRE","UK","UK3",10
"78","VA10","MSF","MSF3","PRE","MYMYO","MYMYO1",20
"78","VA10","MSF","MSF3","PRE","TRVIR","TRVIR1",60
"78","VA10","MSF","MSF3","PRE","UK","UK1",20
"78","VA10","MSF","MSF3","POST","CATUR","CATUR1",50
"78","VA10","MSF","MSF3","PRE","XIGUT","XIGUT1",50
"78","VA10","MSF","MSF3","POST","THSCH","THSCH1",25
"78","VA10","MSF","MSF3","PRE","UKCAN","UKCAN1",20
"78","VA10","MSF","MSF3","POST","MYSCL","MYSCL1",50
"78","VA10","MSF","MSF3","POST","PLCOR","PLCOR1",20
"78","VA10","MSF","MSF3","PRE","PLCOR","PLCOR1",20
"78","VA10","MSF","MSF3","POST","MYMYO","MYMYO1",10
"78","VA10","MSF","MSF3","POST","UK","UK4",40
"78","VA10","MSF","MSF3","POST","CAAUR","CAAUR1",40
"78","VA10","MSF","MSF3","PRE","FOANA","FOANA1",50
"78","VA10","MSF","MSF3","POST","MYMEN","MYMEN1",50
"79","VA21","NFSOLO","LECO1","PRE","TRVIR","TRVIR1",45
"79","VA21","NFSOLO","LECO1","PRE","ANSTR","ANSTR1",25
"79","VA21","NFSOLO","LECO1","POST","CATUR","CATUR1",35
"79","VA21","NFSOLO","LECO1","PRE","FOANA","FOANA1",30
"79","VA21","NFSOLO","LECO1","PRE","CATUR","CATUR1",35
"79","VA21","NFSOLO","LECO1","PRE","CALEU","CALEU1",50
"79","VA21","NFSOLO","LECO1","PRE","UK","UK1",30
"79","VA21","NFSOLO","LECO1","POST","XIGUT","XIGUT1",40
"79","VA21","NFSOLO","LECO1","PRE","TEERY","TEERY1",40
"79","VA21","NFSOLO","LECO1","POST","PIFAS","PIFAS1",20
"79","VA21","NFSOLO","LECO1","PRE","UKCAN","UKCAN1",15
"79","VA21","NFSOLO","LECO1","POST","THARD","THARD1",40
"79","VA21","NFSOLO","LECO1","PRE","MYMYO","MYMYO1",25
"79","VA21","NFSOLO","LECO1","POST","FOANA","FOANA1",30
"8","VA16","MSFSOLO","TUOC3","POST","TRMEL","TRMEL1",50
"8","VA16","MSFSOLO","TUOC3","PRE","LAHYP","LAHYP1",35
"8","VA16","MSFSOLO","TUOC3","PRE","CEELE","CEELE1",20
"8","VA16","MSFSOLO","TUOC3","POST","ZIGRA","ZIGRA1",15
"8","VA16","MSFSOLO","TUOC3","PRE","CYARA","CYARA1",40
"8","VA16","MSFSOLO","TUOC3","POST","TULAW","TULAW1",80
"8","VA16","MSFSOLO","TUOC3","PRE","RHSIM","RHSIM1",15
"8","VA16","MSFSOLO","TUOC3","POST","LAHYP","LAHYP1",30
"8","VA16","MSFSOLO","TUOC3","PRE","UKCAN","UKCAN1",20
"8","VA16","MSFSOLO","TUOC3","PRE","PLCOR","PLCOR1",10
"8","VA16","MSFSOLO","TUOC3","POST","RHSIM","RHSIM1",15
"8","VA16","MSFSOLO","TUOC3","PRE","PLCOR","PLCOR1",20
"8","VA16","MSFSOLO","TUOC3","POST","SCMAJ","SCMAJ1",60
"8","VA16","MSFSOLO","TUOC3","POST","CEELE","CEELE1",20
"80","VA20","NF","NF3","PRE","ATSPA","ATSPA1",60
"80","VA20","NF","NF3","POST","AKGOE","AKGOE1",50
"80","VA20","NF","NF3","POST","UK","UK4",10
"80","VA20","NF","NF3","PRE","UK","UK1",40
"80","VA20","NF","NF3","POST","UKCAN","UKCAN1",20
"80","VA20","NF","NF3","PRE","PHPYR","PHPYR2",10
"80","VA20","NF","NF3","PRE","UKCAN","UKCAN1",20
"80","VA20","NF","NF3","POST","TRVIR","TRVIR1",50
"80","VA20","NF","NF3","POST","SAMAX","SAMAX1",20
"80","VA20","NF","NF3","PRE","UK","UK3",45
"80","VA20","NF","NF3","POST","CATUR","CATUR1",20
"80","VA20","NF","NF3","POST","MECRU","MECRU1",40
"80","VA20","NF","NF3","POST","ATSPA","ATSPA1",60
"80","VA20","NF","NF3","PRE","THSCH","THSCH1",40
"80","VA20","NF","NF3","PRE","SAMAX","SAMAX1",20
"80","VA20","NF","NF3","PRE","CATUR","CATUR1",20
"80","VA20","NF","NF3","PRE","PHPYR","PHPYR1",15
"81","VA22","NFSOLO","LAHY2","PRE","MYHYP","MYHYP1",25
"81","VA22","NFSOLO","LAHY2","PRE","FOANA","FOANA1",30
"81","VA22","NFSOLO","LAHY2","PRE","FOANA","FOANA2",30
"81","VA22","NFSOLO","LAHY2","PRE","TRVIR","TRVIR1",40
"81","VA22","NFSOLO","LAHY2","PRE","CATUR","CATUR1",20
"81","VA22","NFSOLO","LAHY2","POST","TRVIR","TRVIR1",40
"81","VA22","NFSOLO","LAHY2","PRE","THSCH","THSCH1",35
"81","VA22","NFSOLO","LAHY2","POST","CATUR","CATUR1",20
"81","VA22","NFSOLO","LAHY2","POST","SAMAX","SAMAX1",30
"81","VA22","NFSOLO","LAHY2","PRE","ATBOL","ATBOL1",30
"81","VA22","NFSOLO","LAHY2","POST","TRVIR","TRVIR1",35
"81","VA22","NFSOLO","LAHY2","POST","FOANA","FOANA1",30
"81","VA22","NFSOLO","LAHY2","PRE","RHSIM","RHSIM1",25
"81","VA22","NFSOLO","LAHY2","POST","HEIOH","HEIOH1",30
"81","VA22","NFSOLO","LAHY2","PRE","HEIOH","HEIOH1",30
"81","VA22","NFSOLO","LAHY2","POST","TRCOL","TRCOL1",30
"81","VA22","NFSOLO","LAHY2","POST","FOANA","FOANA2",25
"81","VA22","NFSOLO","LAHY2","POST","THSCH","THSCH1",35
"82","VA2","MSFSOLO","MYLO3","PRE","TOASS","TOASS2",45
"82","VA2","MSFSOLO","MYLO3","POST","BAMAR","BAMAR1",20
"82","VA2","MSFSOLO","MYLO3","POST","TRRAM","TRRAM1",40
"82","VA2","MSFSOLO","MYLO3","PRE","TOASS","TOASS1",15
"82","VA2","MSFSOLO","MYLO3","POST","CAAUR","CAAUR1",20
"82","VA2","MSFSOLO","MYLO3","POST","HEGRI","HEGRI1",15
"82","VA2","MSFSOLO","MYLO3","PRE","AUOCH","AUOCH1",30
"82","VA2","MSFSOLO","MYLO3","POST","UKCAN","UKCAN1",15
"82","VA2","MSFSOLO","MYLO3","PRE","AKGOE","AKGOE1",65
"82","VA2","MSFSOLO","MYLO3","POST","BAMAR","BAMAR1",40
"82","VA2","MSFSOLO","MYLO3","PRE","EPHAE","EPHAE1",15
"82","VA2","MSFSOLO","MYLO3","PRE","TOPOL","TOPOL1",40
"82","VA2","MSFSOLO","MYLO3","PRE","THSCH","THSCH1",35
"82","VA2","MSFSOLO","MYLO3","POST","AKGOE","AKGOE1",40
"82","VA2","MSFSOLO","MYLO3","PRE","RHSIM","RHSIM1",40
"82","VA2","MSFSOLO","MYLO3","POST","UKCOL","UKCOL1",10
"82","VA2","MSFSOLO","MYLO3","POST","FOANA","FOANA1",60
"82","VA2","MSFSOLO","MYLO3","PRE","MYHYP","MYHYP1",10
"82","VA2","MSFSOLO","MYLO3","POST","RHSIM","RHSIM1",25
"82","VA2","MSFSOLO","MYLO3","POST","BAMAR","BAMAR1",20
"82","VA2","MSFSOLO","MYLO3","POST","TOASS","TOASS1",20
"82","VA2","MSFSOLO","MYLO3","POST","MYHYP","MYHYP1",25
"82","VA2","MSFSOLO","MYLO3","PRE","UKCOL","UKCOL1",5
"82","VA2","MSFSOLO","MYLO3","POST","TRCOL","TRCOL1",25
"82","VA2","MSFSOLO","MYLO3","POST","THSCH","THSCH1",20
"82","VA2","MSFSOLO","MYLO3","PRE","BAMAR","BAMAR1",50
"82","VA2","MSFSOLO","MYLO3","POST","TOPOL","TOPOL1",30
"82","VA2","MSFSOLO","MYLO3","PRE","MONIG","MONIG1",55
"82","VA2","MSFSOLO","MYLO3","POST","EPHAE","EPHAE1",20
"82","VA2","MSFSOLO","MYLO3","POST","AUINF","AUINF1",55
"83","VA18","MSF","MSF2","PRE","AUOCH","AUOCH1",30
"83","VA18","MSF","MSF2","POST","UKCOL","UKCOL1",15
"83","VA18","MSF","MSF2","POST","MIMAR","MIMAR1",45
"83","VA18","MSF","MSF2","PRE","XIGUT","XIGUT1",35
"83","VA18","MSF","MSF2","PRE","DERUF","DERUF1",35
"83","VA18","MSF","MSF2","PRE","CATUR","CATUR1",20
"83","VA18","MSF","MSF2","PRE","WIPOE","WIPOE1",40
"83","VA18","MSF","MSF2","PRE","PAHYP","PAHYP1",40
"83","VA18","MSF","MSF2","PRE","UK","UK1",30
"83","VA18","MSF","MSF2","POST","MYGAI","MYGAI1",25
"83","VA18","MSF","MSF2","POST","XIGUT","XIGUT1",35
"83","VA18","MSF","MSF2","PRE","PYSTE","PYSTE1",30
"83","VA18","MSF","MSF2","POST","AUOCH","AUOCH1",30
"83","VA18","MSF","MSF2","POST","TRMEL","TRMEL1",45
"83","VA18","MSF","MSF2","PRE","TRRAM","TRRAM1",30
"83","VA18","MSF","MSF2","POST","CATUR","CATUR1",25
"83","VA18","MSF","MSF2","PRE","UKCOL","UKCOL1",15
"83","VA18","MSF","MSF2","POST","TRRAM","TRRAM2",30
"83","VA18","MSF","MSF2","PRE","TRRAM","TRRAM2",45
"83","VA18","MSF","MSF2","PRE","UK","UK3",35
"83","VA18","MSF","MSF2","POST","CYARA","CYARA1",30
"83","VA18","MSF","MSF2","POST","WIPOE","WIPOE1",40
"84","VA19","MSFSOLO","HARU4","PRE","RHSIM","RHSIM1",35
"84","VA19","MSFSOLO","HARU4","PRE","CATUR","CATUR1",35
"84","VA19","MSFSOLO","HARU4","PRE","CAAUR","CAAUR1",35
"84","VA19","MSFSOLO","HARU4","POST","RHSIM","RHSIM1",35
"84","VA19","MSFSOLO","HARU4","POST","CATUR","CATUR1",35
"84","VA19","MSFSOLO","HARU4","POST","UKCAN","UKCAN1",20
"84","VA19","MSFSOLO","HARU4","PRE","DERUF","DERUF1",20
"84","VA19","MSFSOLO","HARU4","POST","UKCOL","UKCOL1",15
"84","VA19","MSFSOLO","HARU4","PRE","FOANA","FOANA1",35
"84","VA19","MSFSOLO","HARU4","POST","PAHYP","PAHYP1",30
"84","VA19","MSFSOLO","HARU4","POST","FOANA","FOANA1",35
"84","VA19","MSFSOLO","HARU4","POST","TRMEL","TRMEL1",40
"84","VA19","MSFSOLO","HARU4","PRE","XIGUT","XIGUT1",30
"84","VA19","MSFSOLO","HARU4","POST","PICHL","PICHL1",20
"84","VA19","MSFSOLO","HARU4","PRE","AUOCH","AUOCH1",30
"84","VA19","MSFSOLO","HARU4","POST","UK","UK1",20
"84","VA19","MSFSOLO","HARU4","PRE","CALEU","CALEU1",40
"84","VA19","MSFSOLO","HARU4","PRE","PICHL","PICHL1",20
"85","VA9","NF","NF4","PRE","UK","UK1.1",65
"85","VA9","NF","NF4","PRE","SIGRI","SIGRI1",50
"85","VA9","NF","NF4","PRE","CALEU","CALEU1",70
"85","VA9","NF","NF4","PRE","TRMEL","TRMEL1",70
"85","VA9","NF","NF4","POST","UK","UK1.1",65
"85","VA9","NF","NF4","PRE","DOATR","DOATR1",65
"85","VA9","NF","NF4","PRE","RHSIM","RHSIM1",35
"85","VA9","NF","NF4","PRE","MYMYO","MYMYO1",75
"85","VA9","NF","NF4","PRE","CAAUR","CAAUR1",50
"85","VA9","NF","NF4","POST","UK","UK1.2",65
"85","VA9","NF","NF4","PRE","CAAUR","CAAUR1",50
"85","VA9","NF","NF4","POST","MYMYO","MYMYO1",75
"85","VA9","NF","NF4","POST","CALEU","CALEU1",70
"85","VA9","NF","NF4","POST","TRMEL","TRMEL1",65
"85","VA9","NF","NF4","POST","UKCOL","UKCOL1",10
"85","VA9","NF","NF4","POST","XIGUT","XIGUT1",65
"86","VA16","CTRL","CTRL5","PRE","FOANA","FOANA1",40
"86","VA16","CTRL","CTRL5","PRE","XIGUT","XIGUT1",30
"86","VA16","CTRL","CTRL5","PRE","AUOCH","AUOCH1",30
"86","VA16","CTRL","CTRL5","PRE","UKCOL","UKCOL1",10
"86","VA16","CTRL","CTRL5","PRE","SAMAX","SAMAX1",30
"86","VA16","CTRL","CTRL5","POST","THARD","THARD1",30
"86","VA16","CTRL","CTRL5","PRE","CAAUR","CAAUR1",30
"86","VA16","CTRL","CTRL5","POST","UK","UK6",30
"86","VA16","CTRL","CTRL5","POST","UKCAN","UKCAN1",20
"86","VA16","CTRL","CTRL5","POST","LAHYP","LAHYP1",25
"86","VA16","CTRL","CTRL5","POST","FOANA","FOANA1",30
"86","VA16","CTRL","CTRL5","POST","FOANA","FOANA1",40
"86","VA16","CTRL","CTRL5","PRE","FOANA","FOANA2",30
"86","VA16","CTRL","CTRL5","PRE","LAHYP","LAHYP1",35
"86","VA16","CTRL","CTRL5","POST","CALEU","CALEU1",50
"86","VA16","CTRL","CTRL5","PRE","TRVIR","TRVIR1",35
"86","VA16","CTRL","CTRL5","PRE","GLHAR","GLHAR1",45
"86","VA16","CTRL","CTRL5","PRE","LAHYP","LAHYP1",35
"86","VA16","CTRL","CTRL5","POST","TRVIR","TRVIR1",35
"86","VA16","CTRL","CTRL5","POST","PAHYP","PAHYP1",25
"87","VA8","NFSOLO","PLCO4","PRE","UKCAN","UKCAN1",20
"87","VA8","NFSOLO","PLCO4","PRE","TRMEL","TRMEL1",40
"87","VA8","NFSOLO","PLCO4","POST","DEMER","DEMER1",45
"87","VA8","NFSOLO","PLCO4","PRE","MYHYP","MYHYP1",75
"87","VA8","NFSOLO","PLCO4","PRE","MONIG","MONIG1",20
"87","VA8","NFSOLO","PLCO4","POST","SAMAX","SAMAX1",20
"87","VA8","NFSOLO","PLCO4","PRE","UKCAN","UKCAN1",20
"87","VA8","NFSOLO","PLCO4","POST","TRMEL","TRMEL2",40
"87","VA8","NFSOLO","PLCO4","PRE","SAMAX","SAMAX1",20
"87","VA8","NFSOLO","PLCO4","PRE","SIGRI","SIGRI1",65
"87","VA8","NFSOLO","PLCO4","POST","TRMEL","TRMEL1",40
"87","VA8","NFSOLO","PLCO4","PRE","HEGRI","HEGRI1",15
"87","VA8","NFSOLO","PLCO4","PRE","TYSTO","TYSTO1",20
"87","VA8","NFSOLO","PLCO4","POST","TOASS","TOASS1",30
"87","VA8","NFSOLO","PLCO4","POST","SIGRI","SIGRI1",40
"87","VA8","NFSOLO","PLCO4","POST","TYSTO","TYSTO1",20
"87","VA8","NFSOLO","PLCO4","PRE","TRMEL","TRMEL1",40
"88","VA7","CTRL","CTRL1","PRE","PYSTE","PYSTE1",30
"88","VA7","CTRL","CTRL1","POST","TACHI","TACHI1",10
"88","VA7","CTRL","CTRL1","PRE","UK","UK1",20
"88","VA7","CTRL","CTRL1","POST","TOASS","TOASS1",30
"88","VA7","CTRL","CTRL1","PRE","TACHI","TACHI1",10
"88","VA7","CTRL","CTRL1","POST","CAAUR","CAAUR1",40
"89","VA10","NF","NF5","POST","CRUND","CRUND1",50
"89","VA10","NF","NF5","POST","XIGUT","XIGUT1",30
"89","VA10","NF","NF5","POST","CATUR","CATUR1",35
"89","VA10","NF","NF5","POST","DOATR","DOATR1",35
"89","VA10","NF","NF5","POST","CAAUR","CAAUR1",25
"89","VA10","NF","NF5","PRE","FOANA","FOANA1",30
"89","VA10","NF","NF5","PRE","TRCUR","TRCUR1",35
"89","VA10","NF","NF5","PRE","UK","UK1",30
"89","VA10","NF","NF5","PRE","CRUND","CRUND1",50
"89","VA10","NF","NF5","POST","UK","UK4",30
"89","VA10","NF","NF5","PRE","FOANA","FOANA1",35
"89","VA10","NF","NF5","PRE","MYMYO","MYMYO1",30
"89","VA10","NF","NF5","POST","FOANA","FOANA1",30
"89","VA10","NF","NF5","PRE","UK","UK2",25
"89","VA10","NF","NF5","PRE","CATUR","CATUR1",35
"89","VA10","NF","NF5","PRE","PLCOR","PLCOR1",20
"9","VA15","NF","NF1","PRE","TRCOL","TRCOL1",60
"9","VA15","NF","NF1","PRE","PLCOR","PLCOR1",15
"9","VA15","NF","NF1","POST","MYLEP","MYLEP1",75
"9","VA15","NF","NF1","POST","MOMOM","MOMOM1",50
"9","VA15","NF","NF1","PRE","UK","UK1",60
"9","VA15","NF","NF1","POST","GLSPI","GLSPI1",50
"9","VA15","NF","NF1","POST","THSCH","THSCH1",40
"9","VA15","NF","NF1","PRE","UKCAN","UKCAN1",30
"9","VA15","NF","NF1","POST","TRCOL","TRCOL1",70
"9","VA15","NF","NF1","POST","LAHYP","LAHYP1",60
"9","VA15","NF","NF1","PRE","THSCH","THSCH1",40
"9","VA15","NF","NF1","PRE","LAHYP","LAHYP1",100
"90","VA24","MSFSOLO","THAR1","POST","HEGRI","HEGRI1",30
"90","VA24","MSFSOLO","THAR1","PRE","UKCAN","UKCAN1",30
"90","VA24","MSFSOLO","THAR1","PRE","MYHYP","MYHYP1",45
"90","VA24","MSFSOLO","THAR1","PRE","SIGRI","SIGRI1",55
"90","VA24","MSFSOLO","THAR1","POST","PAHYP","PAHYP1",65
"90","VA24","MSFSOLO","THAR1","POST","LAVER","LAVER1",60
"90","VA24","MSFSOLO","THAR1","POST","SIGRI","SIGRI1",50
"90","VA24","MSFSOLO","THAR1","POST","MYHYP","MYHYP1",25
"90","VA24","MSFSOLO","THAR1","PRE","DELON","DELON1",35
"90","VA24","MSFSOLO","THAR1","POST","UKCAN","UKCAN1",35
"90","VA24","MSFSOLO","THAR1","POST","AKGOE","AKGOE1",50
"90","VA24","MSFSOLO","THAR1","PRE","TRMEL","TRMEL1",80
"90","VA24","MSFSOLO","THAR1","PRE","LAHYP","LAHYP1",50
"90","VA24","MSFSOLO","THAR1","PRE","AKGOE","AKGOE1",65
"90","VA24","MSFSOLO","THAR1","POST","LAHYP","LAHYP1",50
"90","VA24","MSFSOLO","THAR1","POST","MYMEN","MYMEN1",65
"90","VA24","MSFSOLO","THAR1","POST","TRMEL","TRMEL1",70
"90","VA24","MSFSOLO","THAR1","POST","PHPYR","PHPYR1",50
"90","VA24","MSFSOLO","THAR1","PRE","UKCAN","UKCAN2",35
"90","VA24","MSFSOLO","THAR1","POST","RHSIM","RHSIM1",45
"91","VA26","MSFSOLO","TUOC1","POST","UK","UK2",30
"91","VA26","MSFSOLO","TUOC1","POST","PYSTE","PYSTE1",20
"91","VA26","MSFSOLO","TUOC1","POST","XIGUT","XIGUT1",15
"91","VA26","MSFSOLO","TUOC1","POST","SAMAX","SAMAX1",20
"91","VA26","MSFSOLO","TUOC1","PRE","MYMEN","MYMEN1",30
"91","VA26","MSFSOLO","TUOC1","POST","PAHYP","PAHYP1",30
"91","VA26","MSFSOLO","TUOC1","PRE","PICHL","PICHL1",30
"91","VA26","MSFSOLO","TUOC1","POST","ATBOL","ATBOL1",40
"91","VA26","MSFSOLO","TUOC1","POST","UKCAN","UKCAN1",30
"91","VA26","MSFSOLO","TUOC1","PRE","TRVIR","TRVIR1",20
"91","VA26","MSFSOLO","TUOC1","POST","TOPOL","TOPOL1",30
"91","VA26","MSFSOLO","TUOC1","PRE","TOPOL","TOPOL1",20
"91","VA26","MSFSOLO","TUOC1","PRE","UKCAN","UKCAN1",30
"91","VA26","MSFSOLO","TUOC1","PRE","UK","UK3",30
"91","VA26","MSFSOLO","TUOC1","PRE","UK","UK2",30
"91","VA26","MSFSOLO","TUOC1","PRE","MYGAI","MYGAI1",30
"91","VA26","MSFSOLO","TUOC1","POST","UK","UK3",30
"91","VA26","MSFSOLO","TUOC1","PRE","ATBOL","ATBOL1",40
"91","VA26","MSFSOLO","TUOC1","POST","MYMEN","MYMEN1",35
"91","VA26","MSFSOLO","TUOC1","POST","TRMEL","TRMEL1",30
"92","VA7","MSFSOLO","MYSC1","POST","HEGRI","HEGRI1",35
"92","VA7","MSFSOLO","MYSC1","POST","FOANA","FOANA1",35
"92","VA7","MSFSOLO","MYSC1","POST","XIGUT","XIGUT1",35
"92","VA7","MSFSOLO","MYSC1","PRE","MYGAI","MYGAI1",30
"92","VA7","MSFSOLO","MYSC1","PRE","HEGRI","HEGRI1",35
"92","VA7","MSFSOLO","MYSC1","PRE","XIGUT","XIGUT1",30
"92","VA7","MSFSOLO","MYSC1","PRE","FOANA","FOANA1",35
"92","VA7","MSFSOLO","MYSC1","PRE","UK","UK2",35
"92","VA7","MSFSOLO","MYSC1","PRE","UK","UK3",30
"93","VA28","CTRL","CTRL1","POST","TRCOL","TRCOL1",55
"93","VA28","CTRL","CTRL1","PRE","UK","UK1",30
"93","VA28","CTRL","CTRL1","PRE","PICHL","PICHL1",25
"93","VA28","CTRL","CTRL1","POST","PICHL","PICHL1",15
"93","VA28","CTRL","CTRL1","POST","RHSIM","RHSIM1",70
"93","VA28","CTRL","CTRL1","POST","UKCAN","UKCAN1",20
"93","VA28","CTRL","CTRL1","POST","CECIN","CECIN1",35
"93","VA28","CTRL","CTRL1","PRE","CECIN","CECIN1",35
"93","VA28","CTRL","CTRL1","PRE","TRCOL","TRCOL1",55
"93","VA28","CTRL","CTRL1","PRE","UKCAN","UKCAN1",20
"93","VA28","CTRL","CTRL1","POST","CECIN","CECIN2",45
"93","VA28","CTRL","CTRL1","PRE","CECIN","CECIN2",35
"93","VA28","CTRL","CTRL1","POST","UK","UK2",15
"93","VA28","CTRL","CTRL1","POST","UKCOL","UKCOL1",15
"93","VA28","CTRL","CTRL1","POST","XIGUT","XIGUT1",50
"93","VA28","CTRL","CTRL1","PRE","PIFAS","PIFAS1",25
"93","VA28","CTRL","CTRL1","POST","PIFAS","PIFAS1",35
"93","VA28","CTRL","CTRL1","PRE","XIGUT","XIGUT1",50
"94","VA9","MSF","MSF1","PRE","UK","UK1",20
"94","VA9","MSF","MSF1","PRE","DELON","DELON1",40
"94","VA9","MSF","MSF1","PRE","CATUR","CATUR1",35
"94","VA9","MSF","MSF1","PRE","TRCOL","TRCOL1",50
"94","VA9","MSF","MSF1","POST","MYGAI","MYGAI1",30
"94","VA9","MSF","MSF1","PRE","ANSTR","ANSTR1",35
"94","VA9","MSF","MSF1","POST","TRCOL","TRCOL1",35
"94","VA9","MSF","MSF1","POST","CATUR","CATUR1",35
"94","VA9","MSF","MSF1","POST","UK","UK3",30
"94","VA9","MSF","MSF1","POST","UK","UK4",35
"95","VA8","CTRL","CTRL2","POST","TRVIR","TRVIR1",60
"95","VA8","CTRL","CTRL2","POST","UK","UK1",10
"95","VA8","CTRL","CTRL2","PRE","MYSCL","MYSCL1",50
"95","VA8","CTRL","CTRL2","POST","CAAUR","CAAUR1",25
"95","VA8","CTRL","CTRL2","PRE","PAHYP","PAHYP1",55
"95","VA8","CTRL","CTRL2","POST","XIGUT","XIGUT1",45
"95","VA8","CTRL","CTRL2","PRE","UKCAN","UKCAN1",20
"95","VA8","CTRL","CTRL2","POST","UKCAN","UKCAN2",45
"95","VA8","CTRL","CTRL2","POST","XIGUT","XIGUT1",10
"95","VA8","CTRL","CTRL2","POST","HARUB","HARUB1",50
"95","VA8","CTRL","CTRL2","POST","RHSIM","RHSIM1",15
"95","VA8","CTRL","CTRL2","POST","TRVIR","TRVIR2",60
"95","VA8","CTRL","CTRL2","PRE","TRVIR","TRVIR1",60
"95","VA8","CTRL","CTRL2","PRE","MYHYP","MYHYP1",5
"95","VA8","CTRL","CTRL2","PRE","RHSIM","RHSIM1",30
"95","VA8","CTRL","CTRL2","POST","MYHYP","MYHYP1",5
"95","VA8","CTRL","CTRL2","POST","LAVER","LAVER1",60
"95","VA8","CTRL","CTRL2","PRE","UKCOL","UKCOL1",5
"95","VA8","CTRL","CTRL2","PRE","CAAUR","CAAUR1",45
"95","VA8","CTRL","CTRL2","POST","MYHYP","MYHYP2",5
"95","VA8","CTRL","CTRL2","POST","MYMYO","MYMYO1",65
"95","VA8","CTRL","CTRL2","POST","MYSCL","MYSCL1",55
"95","VA8","CTRL","CTRL2","POST","CYLIN","CYLIN1",45
"96","VA25","NFSOLO","HEGR7","POST","TRCOL","TRCOL2",20
"96","VA25","NFSOLO","HEGR7","POST","TRCOL","TRCOL1",45
"96","VA25","NFSOLO","HEGR7","PRE","TRCOL","TRCOL1",45
"96","VA25","NFSOLO","HEGR7","POST","FOANA","FOANA1",80
"96","VA25","NFSOLO","HEGR7","PRE","MYBRA","MYBRA1",25
"96","VA25","NFSOLO","HEGR7","PRE","LECOR","LECOR1",35
"96","VA25","NFSOLO","HEGR7","PRE","FOANA","FOANA1",30
"96","VA25","NFSOLO","HEGR7","PRE","AUINF","AUINF1",60
"96","VA25","NFSOLO","HEGR7","POST","PAHYP","PAHYP1",60
"96","VA25","NFSOLO","HEGR7","POST","PICAY","PICAY1",50
"96","VA25","NFSOLO","HEGR7","PRE","PAHYP","PAHYP1",60
"96","VA25","NFSOLO","HEGR7","POST","FLMEL","FLMEL1",20
"96","VA25","NFSOLO","HEGR7","PRE","TRCOL","TRCOL2",20
"96","VA25","NFSOLO","HEGR7","PRE","FLMEL","FLMEL1",20
"96","VA25","NFSOLO","HEGR7","PRE","FOANA","FOANA1",80
"96","VA25","NFSOLO","HEGR7","POST","MYBRA","MYBRA1",25
"97","VA29","MSFSOLO","TUOC8","PRE","TYSTO","TYSTO1",20
"97","VA29","MSFSOLO","TUOC8","POST","TRCUR","TRCUR1",30
"97","VA29","MSFSOLO","TUOC8","PRE","CRUND","CRUND1",55
"97","VA29","MSFSOLO","TUOC8","POST","UK","UK3",30
"97","VA29","MSFSOLO","TUOC8","PRE","DECER","DECER1",35
"97","VA29","MSFSOLO","TUOC8","POST","UKCAN","UKCAN1",25
"97","VA29","MSFSOLO","TUOC8","POST","UK","UK2",8
"97","VA29","MSFSOLO","TUOC8","POST","XIGUT","XIGUT1",35
"97","VA29","MSFSOLO","TUOC8","PRE","FOANA","FOANA1",50
"97","VA29","MSFSOLO","TUOC8","POST","CYARA","CYARA1",40
"97","VA29","MSFSOLO","TUOC8","POST","DECER","DECER1",35
"97","VA29","MSFSOLO","TUOC8","PRE","CECIN","CECIN1",35
"97","VA29","MSFSOLO","TUOC8","PRE","TRCUR","TRCUR1",30
"97","VA29","MSFSOLO","TUOC8","POST","RACAR","RACAR1",30
"97","VA29","MSFSOLO","TUOC8","POST","CRUND","CRUND1",55
"97","VA29","MSFSOLO","TUOC8","POST","WIPOE","WIPOE1",35
"97","VA29","MSFSOLO","TUOC8","POST","CECIN","CECIN1",28
"97","VA29","MSFSOLO","TUOC8","PRE","MIMAR","MIMAR1",35
"98","VA4","NF","NF1","PRE","SAMAX","SAMAX1",15
"98","VA4","NF","NF1","POST","CALEU","CALEU2",35
"98","VA4","NF","NF1","POST","CALEU","CALEU1",5
"98","VA4","NF","NF1","PRE","CALEU","CALEU2",45
"98","VA4","NF","NF1","POST","ONSAL","ONSAL1",50
"98","VA4","NF","NF1","PRE","ATBOL","ATBOL1",45
"98","VA4","NF","NF1","POST","UKCOL","UKCOL1",10
"98","VA4","NF","NF1","POST","ARTAC","ARTAC1",10
"98","VA4","NF","NF1","POST","FOANA","FOANA1",80
"98","VA4","NF","NF1","PRE","XIGUT","XIGUT1",30
"98","VA4","NF","NF1","PRE","PIRUF","PIRUF1",2
"98","VA4","NF","NF1","PRE","MYSCL","MYSCL1",65
"98","VA4","NF","NF1","POST","UKCAN","UKCAN1",10
"98","VA4","NF","NF1","PRE","UKCOL","UKCOL1",2
"98","VA4","NF","NF1","POST","MYHYP","MYHYP1",10
"98","VA4","NF","NF1","POST","SAMAX","SAMAX1",65
"98","VA4","NF","NF1","POST","CAAUR","CAAUR1",45
"98","VA4","NF","NF1","PRE","CALEU","CALEU1",5
"99","VA30","NFSOLO","LAHY5","PRE","UK","UK4",25
