"Trial","Point","Treatment","Exemplar","Stage","Spp","ID","Distance"
25,"TF28","MSF","MSF4","PRE","HEGRI","HEGRI1",20
25,"TF28","MSF","MSF4","PRE","AKGOE","AKGOE1",50
25,"TF28","MSF","MSF4","PRE","ANSTR","ANSTR1",25
25,"TF28","MSF","MSF4","PRE","LECOR","LECOR1",25
25,"TF28","MSF","MSF4","PRE","MYMYO","MYMYO2",30
25,"TF28","MSF","MSF4","PRE","MIMAR","MIMAR1",50
25,"TF28","MSF","MSF4","POST","HEGRI","HEGRI1",10
25,"TF28","MSF","MSF4","POST","MYMYO","MYMYO3",20
25,"TF28","MSF","MSF4","POST","AKGOE","AKGOE1",50
25,"TF28","MSF","MSF4","POST","MYLOP","MYLOP1",40
25,"TF28","MSF","MSF4","POST","MONIG","MONIG1",60
